Order ID,Customer Name,Email,Country,Currency,Product SKU,Product Description,Quantity,Unit Price,Total Price,Order Date,Shipping Fee,Delivery Status,Delivery Date,Payment Method,Notes,Unnamed: 0
ORD11698,Anna Müller,annamüller@hotmail.com,Germany,JPY,sku-678,Smartphone,3,twenty,,2023-05-12,7,Shipped,2023-05-11,Cash on deliv,Delayed! 😡,2781
ORD7367,😊 Alex,😊alex@hotmail.com,DE,JPY,SKU_999,USB-C Cable,1,£12.5,,2026-12-01,7,Shipped,2026-12-06,Cash on deliv,Delayed! 😡,2782
ORD15852,Jane Smith,janesmith@gmail.con,UK,€,SKU_999,USB-C Cable,0,$10.00,,2023-05-12,-3,Shipped,2023-05-14,Cash on deliv,<div>Hurry</div>,2783
ORD14150,John Doe,johndoe@gmail.con,Deutschland,$,sku-678,USB-C Cable,2,€30,,2023-05-12,7,Cancelled,2023-05-14,credit card,Excellent 👍,2784
ORD10767,John Doe,johndoe@hotmail.com,USA,USD,345,Laptop&nbsp;Bag,-1,€30,,2023-05-12,7,Shipped,2023-05-14,paypal,Delayed! 😡,2785
ORD19187,Marie Curie,mariecurie@outlook.com,United Kingdom,$,#SKU234,USB-C Cable,1,€30,,2023-05-12,5.00,Delivered,2023-05-14,PayPal,Excellent 👍,2786
ORD14889,王伟,王伟@yahoo.com,DE,USD,SKU-123,<b>Wireless Mouse</b>,2 pcs,25,,2023-05-12,5.00,In-transit,2023-05-17,credit card,,2787
,Jane Smith,janesmith@yahoo.com,United Kingdom,USD,sku-678,<b>Wireless Mouse</b>,1,"15,00",,2023-05-12,free,In-transit,2023-05-22,Cash on deliv,Excellent 👍,2788
ORD12699,😊 Alex,😊alex@yahoo.com,Deutschland,JPY,sku-678,Smartphone,2,€30,,2026-12-01,€4,Delivered,2026-12-03,credit card,Excellent 👍,2789
ORD1272,Carlos Diaz,carlosdiaz@hotmail.com,United States,£,sku-678,<b>Wireless Mouse</b>,2 pcs,25,,2023-05-12,5.00,Cancelled,2023-05-11,credit card,,2790
ORD16326,Jane Smith,janesmith@outlook.com,United Kingdom,JPY,#SKU234,Smartphone,1,twenty,,2023-05-12,free,Delivered,2023-05-17,credit card,<div>Hurry</div>,2791
ORD4068,Anna Müller,annamüller@outlook.com,USA,USD,sku-678,<b>Wireless Mouse</b>,2 pcs,25,,2023-05-12,7,In-transit,2023-05-14,PayPal,Delayed! 😡,2792
ORD10520,Anna Müller,annamüller@yahoo.com,USA,JPY,SKU-123,Smartphone,3,€30,,2026-12-01,5.00,In-transit,2026-11-30,Credit Curd,Delayed! 😡,2793
ORD3258,Carlos Diaz,carlosdiaz@outlook.com,Germany,JPY,SKU_999,Smartphone,3,$10.00,,2026-12-01,$5,delivrd,2026-12-11,Credit Curd,,2794
,😊 Alex,😊alex@yahoo.com,UK,€,SKU-123,Gaming Chair,three,40,,2023-05-12,-3,Shipped,2023-05-17,PayPal,Delayed! 😡,2795
ORD3052,Anna Müller,annamüller@outlook.com,USA,$,sku-678,Laptop&nbsp;Bag,3,40,,2023-05-12,$5,Cancelled,2023-05-14,Credit Curd,,2796
ORD6672,Anna Müller,annamüller@gmail.con,Deutschland,$,#SKU234,Gaming Chair,1,€30,,2026-12-01,5.00,In-transit,2026-12-11,Credit Curd,Excellent 👍,2797
ORD17543,😊 Alex,😊alex@hotmail.com,United Kingdom,JPY,sku-678,USB-C Cable,three,£12.5,,2026-12-01,$5,delivrd,2026-12-06,paypal,Excellent 👍,2798
ORD13320,王伟,王伟@yahoo.com,DE,JPY,345,Gaming Chair,1,€30,,2023-05-12,-3,Shipped,2023-05-11,paypal,Excellent 👍,2799
ORD9646,Jane Smith,janesmith@gmail.con,Deutschland,USD,345,Gaming Chair,2 pcs,"15,00",,2023-05-12,5.00,Cancelled,2023-05-11,PayPal,,2800
,John Doe,johndoe@hotmail.com,Germany,£,SKU_999,<b>Wireless Mouse</b>,2 pcs,£12.5,,2023-05-12,5.00,Cancelled,2023-05-14,credit card,,2801
,Anna Müller,annamüller@gmail.con,United Kingdom,USD,SKU_999,<b>Wireless Mouse</b>,1,25,,2023-05-12,$5,Shipped,2023-05-22,Cash on deliv,<div>Hurry</div>,2802
ORD7436,Anna Müller,annamüller@gmail.con,Germany,€,sku-678,USB-C Cable,2,twenty,,2023-05-12,$5,Shipped,2023-05-11,paypal,Delayed! 😡,2803
,王伟,王伟@outlook.com,United States,€,SKU-123,Gaming Chair,3,25,,2023-05-12,5.00,In-transit,2023-05-22,paypal,Excellent 👍,2804
ORD13375,Anna Müller,annamüller@yahoo.com,Deutschland,€,sku-678,<b>Wireless Mouse</b>,2 pcs,twenty,,2023-05-12,€4,Cancelled,2023-05-11,PayPal,<div>Hurry</div>,2805
ORD2066,Marie Curie,mariecurie@yahoo.com,Germany,£,SKU-123,<b>Wireless Mouse</b>,1,$10.00,,2023-05-12,-3,Shipped,2023-05-14,credit card,Excellent 👍,2806
ORD4909,John Doe,johndoe@gmail.con,USA,USD,345,Smartphone,1,$10.00,,2023-05-12,free,delivrd,2023-05-17,credit card,<div>Hurry</div>,2807
ORD17116,😊 Alex,😊alex@outlook.com,DE,JPY,SKU-123,Laptop&nbsp;Bag,0,"15,00",,2023-05-12,€4,Cancelled,2023-05-11,Cash on deliv,,2808
ORD6736,John Doe,johndoe@gmail.con,UK,JPY,SKU_999,USB-C Cable,three,£12.5,,2023-05-12,free,Cancelled,2023-05-11,Credit Curd,Excellent 👍,2809
ORD14719,Marie Curie,mariecurie@yahoo.com,DE,£,SKU-123,Gaming Chair,1,twenty,,2023-05-12,free,delivrd,2023-05-14,paypal,Excellent 👍,2810
,John Doe,johndoe@outlook.com,Deutschland,JPY,#SKU234,Laptop&nbsp;Bag,-1,twenty,,2023-05-12,€4,Shipped,2023-05-11,paypal,<div>Hurry</div>,2811
ORD18366,Anna Müller,annamüller@outlook.com,DE,USD,SKU-123,USB-C Cable,three,25,,2023-05-12,€4,Delivered,2023-05-11,Cash on deliv,Delayed! 😡,2812
ORD8656,John Doe,johndoe@gmail.con,Deutschland,£,SKU_999,Smartphone,1,twenty,,2026-12-01,€4,Cancelled,2026-12-06,PayPal,<div>Hurry</div>,2813
ORD15503,Marie Curie,mariecurie@yahoo.com,DE,USD,#SKU234,USB-C Cable,2,$10.00,,2023-05-12,5.00,Delivered,2023-05-17,PayPal,,2814
ORD1040,John Doe,johndoe@yahoo.com,United States,JPY,345,Laptop&nbsp;Bag,0,twenty,,2023-05-12,free,Shipped,2023-05-17,Cash on deliv,,2815
ORD4727,Jane Smith,janesmith@yahoo.com,United Kingdom,$,SKU_999,Laptop&nbsp;Bag,1,25,,2026-12-01,5.00,delivrd,2026-12-11,credit card,<div>Hurry</div>,2816
ORD5129,Jane Smith,janesmith@gmail.con,UK,£,SKU-123,USB-C Cable,three,"15,00",,2023-05-12,free,Shipped,2023-05-22,Cash on deliv,Excellent 👍,2817
ORD4952,Jane Smith,janesmith@hotmail.com,DE,$,345,Smartphone,three,25,,2023-05-12,$5,In-transit,2023-05-14,Credit Curd,,2818
ORD5576,John Doe,johndoe@hotmail.com,USA,JPY,SKU-123,Smartphone,-1,twenty,,2023-05-12,7,Cancelled,2023-05-17,PayPal,,2819
ORD14588,Marie Curie,mariecurie@yahoo.com,UK,JPY,SKU-123,USB-C Cable,1,25,,2026-12-01,€4,delivrd,2026-12-06,PayPal,,2820
ORD8841,John Doe,johndoe@yahoo.com,Germany,JPY,SKU_999,Smartphone,0,40,,2023-05-12,$5,delivrd,2023-05-17,PayPal,Delayed! 😡,2821
ORD7433,Anna Müller,annamüller@outlook.com,Germany,€,SKU-123,Laptop&nbsp;Bag,2,£12.5,,2023-05-12,5.00,Shipped,2023-05-11,Cash on deliv,Excellent 👍,2822
ORD5555,王伟,王伟@gmail.con,United States,£,#SKU234,Laptop&nbsp;Bag,three,£12.5,,2026-12-01,7,Delivered,2026-12-11,credit card,<div>Hurry</div>,2823
ORD14097,Marie Curie,mariecurie@gmail.con,UK,USD,#SKU234,<b>Wireless Mouse</b>,1,40,,2026-12-01,7,delivrd,2026-12-11,paypal,Excellent 👍,2824
ORD16393,王伟,王伟@outlook.com,United Kingdom,$,sku-678,Gaming Chair,1,"15,00",,2023-05-12,$5,delivrd,2023-05-14,Cash on deliv,,2825
ORD13131,Marie Curie,mariecurie@hotmail.com,United States,JPY,SKU_999,Laptop&nbsp;Bag,0,"15,00",,2023-05-12,7,Shipped,2023-05-14,Credit Curd,,2826
ORD16458,Marie Curie,mariecurie@outlook.com,UK,€,345,Gaming Chair,three,"15,00",,2023-05-12,-3,delivrd,2023-05-14,PayPal,Excellent 👍,2827
ORD10090,Carlos Diaz,carlosdiaz@gmail.con,United Kingdom,USD,sku-678,<b>Wireless Mouse</b>,1,$10.00,,2023-05-12,-3,In-transit,2023-05-11,paypal,Delayed! 😡,2828
ORD3864,王伟,王伟@outlook.com,Deutschland,USD,SKU-123,<b>Wireless Mouse</b>,3,40,,2023-05-12,7,Cancelled,2023-05-14,paypal,Delayed! 😡,2829
ORD2151,Anna Müller,annamüller@gmail.con,United Kingdom,£,345,<b>Wireless Mouse</b>,2 pcs,40,,2023-05-12,€4,Shipped,2023-05-17,Cash on deliv,,2830
ORD14142,😊 Alex,😊alex@yahoo.com,Deutschland,USD,#SKU234,USB-C Cable,2,25,,2023-05-12,€4,Shipped,2023-05-11,credit card,<div>Hurry</div>,2831
,Marie Curie,mariecurie@yahoo.com,USA,$,#SKU234,USB-C Cable,3,$10.00,,2023-05-12,free,Cancelled,2023-05-11,Cash on deliv,,2832
ORD8203,Marie Curie,mariecurie@gmail.con,United States,JPY,SKU-123,Gaming Chair,2,"15,00",,2026-12-01,-3,In-transit,2026-12-06,Cash on deliv,Delayed! 😡,2833
ORD3417,Carlos Diaz,carlosdiaz@gmail.con,USA,JPY,345,Gaming Chair,2,£12.5,,2023-05-12,$5,In-transit,2023-05-17,Cash on deliv,,2834
ORD17746,Anna Müller,annamüller@yahoo.com,Germany,€,345,Smartphone,-1,25,,2026-12-01,€4,Shipped,2026-12-03,Credit Curd,,2835
ORD8075,😊 Alex,😊alex@yahoo.com,Deutschland,JPY,SKU_999,USB-C Cable,1,$10.00,,2023-05-12,$5,Delivered,2023-05-22,paypal,,2836
ORD9060,王伟,王伟@yahoo.com,United Kingdom,USD,sku-678,Gaming Chair,-1,40,,2026-12-01,-3,Shipped,2026-11-30,credit card,,2837
ORD3805,😊 Alex,😊alex@hotmail.com,Deutschland,JPY,345,Laptop&nbsp;Bag,1,twenty,,2023-05-12,$5,Shipped,2023-05-14,PayPal,Delayed! 😡,2838
ORD14788,Marie Curie,mariecurie@yahoo.com,DE,£,345,<b>Wireless Mouse</b>,3,"15,00",,2023-05-12,5.00,Delivered,2023-05-14,Cash on deliv,,2839
ORD18409,Carlos Diaz,carlosdiaz@outlook.com,United States,$,#SKU234,USB-C Cable,1,£12.5,,2023-05-12,$5,delivrd,2023-05-11,PayPal,Excellent 👍,2840
ORD10841,Jane Smith,janesmith@gmail.con,United States,£,345,Gaming Chair,0,€30,,2026-12-01,free,Delivered,2026-11-30,Credit Curd,Excellent 👍,2841
ORD1151,Jane Smith,janesmith@outlook.com,United Kingdom,£,SKU-123,<b>Wireless Mouse</b>,0,25,,2023-05-12,5.00,Delivered,2023-05-17,Cash on deliv,<div>Hurry</div>,2842
ORD9787,Jane Smith,janesmith@yahoo.com,USA,£,SKU_999,USB-C Cable,2 pcs,£12.5,,2026-12-01,€4,delivrd,2026-12-03,Credit Curd,Delayed! 😡,2843
ORD11289,王伟,王伟@hotmail.com,USA,USD,SKU_999,Gaming Chair,3,"15,00",,2023-05-12,-3,In-transit,2023-05-11,paypal,,2844
ORD13893,John Doe,johndoe@yahoo.com,Germany,€,SKU_999,Laptop&nbsp;Bag,3,twenty,,2026-12-01,7,delivrd,2026-12-06,paypal,Delayed! 😡,2845
ORD19441,Jane Smith,janesmith@yahoo.com,USA,£,345,<b>Wireless Mouse</b>,three,€30,,2023-05-12,€4,Shipped,2023-05-11,paypal,<div>Hurry</div>,2846
ORD12710,John Doe,johndoe@gmail.con,USA,JPY,#SKU234,<b>Wireless Mouse</b>,three,$10.00,,2023-05-12,$5,Cancelled,2023-05-17,Cash on deliv,,2847
ORD6925,Marie Curie,mariecurie@gmail.con,Deutschland,€,SKU_999,<b>Wireless Mouse</b>,2 pcs,$10.00,,2026-12-01,free,In-transit,2026-12-06,Credit Curd,<div>Hurry</div>,2848
ORD11012,Carlos Diaz,carlosdiaz@hotmail.com,DE,£,345,Gaming Chair,-1,$10.00,,2026-12-01,7,Cancelled,2026-12-06,paypal,,2849
ORD5115,Marie Curie,mariecurie@outlook.com,Deutschland,€,sku-678,<b>Wireless Mouse</b>,three,twenty,,2023-05-12,5.00,delivrd,2023-05-22,Cash on deliv,,2850
,😊 Alex,😊alex@gmail.con,UK,USD,SKU-123,Smartphone,0,€30,,2023-05-12,€4,In-transit,2023-05-11,paypal,Excellent 👍,2851
ORD5042,😊 Alex,😊alex@gmail.con,United Kingdom,£,SKU_999,<b>Wireless Mouse</b>,-1,£12.5,,2023-05-12,$5,Delivered,2023-05-14,Cash on deliv,Delayed! 😡,2852
ORD15252,John Doe,johndoe@hotmail.com,Deutschland,€,345,<b>Wireless Mouse</b>,three,€30,,2023-05-12,$5,Cancelled,2023-05-17,PayPal,Excellent 👍,2853
ORD10088,王伟,王伟@outlook.com,Germany,USD,#SKU234,<b>Wireless Mouse</b>,-1,£12.5,,2026-12-01,€4,In-transit,2026-12-06,Credit Curd,Excellent 👍,2854
ORD14121,John Doe,johndoe@gmail.con,USA,$,#SKU234,<b>Wireless Mouse</b>,0,twenty,,2023-05-12,$5,In-transit,2023-05-11,paypal,,2855
ORD6788,王伟,王伟@yahoo.com,DE,£,345,Smartphone,2 pcs,twenty,,2023-05-12,$5,Cancelled,2023-05-11,Credit Curd,<div>Hurry</div>,2856
ORD11634,王伟,王伟@hotmail.com,Germany,USD,345,Smartphone,1,$10.00,,2023-05-12,5.00,Cancelled,2023-05-22,credit card,Excellent 👍,2857
ORD6251,王伟,王伟@hotmail.com,Deutschland,€,sku-678,Laptop&nbsp;Bag,2,twenty,,2023-05-12,-3,Shipped,2023-05-11,credit card,Delayed! 😡,2858
ORD5412,Jane Smith,janesmith@outlook.com,USA,€,SKU-123,Laptop&nbsp;Bag,3,€30,,2023-05-12,7,Shipped,2023-05-11,Cash on deliv,Excellent 👍,2859
ORD16595,Marie Curie,mariecurie@gmail.con,United States,USD,#SKU234,USB-C Cable,2 pcs,twenty,,2023-05-12,$5,Shipped,2023-05-11,Cash on deliv,<div>Hurry</div>,2860
ORD1477,Anna Müller,annamüller@gmail.con,USA,JPY,SKU_999,<b>Wireless Mouse</b>,0,40,,2026-12-01,7,In-transit,2026-12-06,Credit Curd,Delayed! 😡,2861
ORD3424,John Doe,johndoe@hotmail.com,United Kingdom,$,345,<b>Wireless Mouse</b>,2 pcs,£12.5,,2023-05-12,-3,Shipped,2023-05-14,credit card,Excellent 👍,2862
ORD5009,王伟,王伟@gmail.con,United States,€,#SKU234,Smartphone,3,$10.00,,2026-12-01,$5,In-transit,2026-12-06,credit card,<div>Hurry</div>,2863
ORD19755,Marie Curie,mariecurie@gmail.con,Deutschland,$,#SKU234,USB-C Cable,three,£12.5,,2023-05-12,$5,Delivered,2023-05-11,Credit Curd,<div>Hurry</div>,2864
ORD3196,Carlos Diaz,carlosdiaz@gmail.con,United Kingdom,€,345,Smartphone,1,twenty,,2023-05-12,5.00,Cancelled,2023-05-17,Cash on deliv,,2865
ORD17146,Jane Smith,janesmith@hotmail.com,USA,$,sku-678,Gaming Chair,-1,€30,,2026-12-01,-3,delivrd,2026-12-03,credit card,Excellent 👍,2866
ORD15360,王伟,王伟@gmail.con,Deutschland,£,sku-678,Gaming Chair,-1,€30,,2023-05-12,5.00,Cancelled,2023-05-22,PayPal,Delayed! 😡,2867
,John Doe,johndoe@gmail.con,United Kingdom,€,#SKU234,Gaming Chair,3,40,,2023-05-12,€4,Cancelled,2023-05-14,Credit Curd,Excellent 👍,2868
,Anna Müller,annamüller@outlook.com,United States,USD,SKU_999,USB-C Cable,0,$10.00,,2026-12-01,7,Cancelled,2026-11-30,Credit Curd,,2869
ORD6111,😊 Alex,😊alex@gmail.con,UK,€,SKU_999,Gaming Chair,2,40,,2023-05-12,5.00,In-transit,2023-05-14,Credit Curd,<div>Hurry</div>,2870
ORD2299,Carlos Diaz,carlosdiaz@outlook.com,Deutschland,€,SKU-123,Gaming Chair,1,£12.5,,2023-05-12,€4,In-transit,2023-05-14,PayPal,,2871
ORD19315,Carlos Diaz,carlosdiaz@yahoo.com,United States,£,sku-678,Laptop&nbsp;Bag,2 pcs,$10.00,,2026-12-01,free,In-transit,2026-11-30,Cash on deliv,Excellent 👍,2872
ORD5284,Jane Smith,janesmith@hotmail.com,DE,$,sku-678,<b>Wireless Mouse</b>,2,£12.5,,2023-05-12,free,Shipped,2023-05-22,paypal,,2873
,John Doe,johndoe@outlook.com,USA,£,SKU_999,Smartphone,three,$10.00,,2026-12-01,5.00,Shipped,2026-12-03,paypal,,2874
ORD6001,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,£,#SKU234,<b>Wireless Mouse</b>,3,€30,,2026-12-01,7,Cancelled,2026-12-06,Credit Curd,Excellent 👍,2875
ORD19453,😊 Alex,😊alex@outlook.com,Deutschland,JPY,SKU-123,<b>Wireless Mouse</b>,3,$10.00,,2023-05-12,free,Cancelled,2023-05-11,Credit Curd,,2876
ORD9431,😊 Alex,😊alex@outlook.com,USA,USD,345,Gaming Chair,-1,40,,2023-05-12,$5,In-transit,2023-05-11,paypal,Delayed! 😡,2877
ORD16150,John Doe,johndoe@gmail.con,United Kingdom,€,#SKU234,<b>Wireless Mouse</b>,2,40,,2026-12-01,5.00,Delivered,2026-12-03,Cash on deliv,Excellent 👍,2878
,Marie Curie,mariecurie@gmail.con,USA,USD,SKU_999,<b>Wireless Mouse</b>,3,twenty,,2023-05-12,free,Cancelled,2023-05-14,PayPal,,2879
ORD11171,王伟,王伟@outlook.com,UK,JPY,SKU_999,Smartphone,1,"15,00",,2023-05-12,-3,In-transit,2023-05-17,paypal,Delayed! 😡,2880
ORD13184,John Doe,johndoe@outlook.com,DE,$,sku-678,Gaming Chair,-1,£12.5,,2023-05-12,free,In-transit,2023-05-14,PayPal,,2881
,Jane Smith,janesmith@outlook.com,Germany,USD,sku-678,Gaming Chair,1,25,,2026-12-01,7,Delivered,2026-12-11,Credit Curd,<div>Hurry</div>,2882
ORD11613,Jane Smith,janesmith@yahoo.com,United States,$,sku-678,USB-C Cable,2 pcs,25,,2023-05-12,-3,Shipped,2023-05-14,paypal,Delayed! 😡,2883
ORD10124,Marie Curie,mariecurie@yahoo.com,United Kingdom,$,345,Laptop&nbsp;Bag,three,"15,00",,2023-05-12,free,Shipped,2023-05-11,paypal,Delayed! 😡,2884
ORD16553,😊 Alex,😊alex@gmail.con,USA,USD,345,Smartphone,2,£12.5,,2023-05-12,€4,In-transit,2023-05-22,credit card,,2885
ORD19495,😊 Alex,😊alex@gmail.con,United Kingdom,USD,SKU_999,<b>Wireless Mouse</b>,0,twenty,,2023-05-12,$5,Shipped,2023-05-22,credit card,<div>Hurry</div>,2886
ORD5125,John Doe,johndoe@hotmail.com,Deutschland,$,sku-678,Smartphone,three,€30,,2023-05-12,$5,Cancelled,2023-05-14,Credit Curd,,2887
ORD5904,Carlos Diaz,carlosdiaz@yahoo.com,USA,£,sku-678,<b>Wireless Mouse</b>,2 pcs,twenty,,2026-12-01,5.00,In-transit,2026-12-06,paypal,,2888
ORD18007,Anna Müller,annamüller@yahoo.com,Deutschland,USD,SKU-123,Laptop&nbsp;Bag,-1,40,,2023-05-12,$5,Cancelled,2023-05-22,Cash on deliv,Excellent 👍,2889
ORD2376,Anna Müller,annamüller@gmail.con,USA,€,SKU-123,USB-C Cable,-1,£12.5,,2023-05-12,5.00,delivrd,2023-05-17,paypal,,2890
ORD14035,Jane Smith,janesmith@outlook.com,United Kingdom,€,SKU_999,Gaming Chair,three,40,,2023-05-12,free,Shipped,2023-05-14,PayPal,Excellent 👍,2891
ORD11304,Jane Smith,janesmith@hotmail.com,DE,£,#SKU234,<b>Wireless Mouse</b>,1,25,,2023-05-12,-3,delivrd,2023-05-14,paypal,,2892
ORD2078,😊 Alex,😊alex@yahoo.com,Germany,€,SKU_999,Laptop&nbsp;Bag,2,"15,00",,2026-12-01,$5,delivrd,2026-11-30,paypal,,2893
ORD13803,John Doe,johndoe@outlook.com,Deutschland,€,345,<b>Wireless Mouse</b>,0,$10.00,,2023-05-12,7,In-transit,2023-05-22,Credit Curd,Delayed! 😡,2894
ORD6640,John Doe,johndoe@outlook.com,UK,JPY,SKU_999,Gaming Chair,2,40,,2023-05-12,free,In-transit,2023-05-22,credit card,Delayed! 😡,2895
ORD9393,Jane Smith,janesmith@gmail.con,USA,£,#SKU234,USB-C Cable,3,twenty,,2023-05-12,5.00,Delivered,2023-05-17,PayPal,Excellent 👍,2896
,Carlos Diaz,carlosdiaz@gmail.con,UK,$,SKU_999,Gaming Chair,-1,€30,,2023-05-12,free,Shipped,2023-05-22,PayPal,Delayed! 😡,2897
ORD16723,Carlos Diaz,carlosdiaz@outlook.com,United Kingdom,USD,#SKU234,Laptop&nbsp;Bag,three,"15,00",,2023-05-12,7,Cancelled,2023-05-11,credit card,,2898
ORD17883,Carlos Diaz,carlosdiaz@gmail.con,Deutschland,JPY,sku-678,Smartphone,2,"15,00",,2023-05-12,free,Delivered,2023-05-11,PayPal,Delayed! 😡,2899
ORD8387,Carlos Diaz,carlosdiaz@gmail.con,DE,£,sku-678,Laptop&nbsp;Bag,2 pcs,£12.5,,2023-05-12,€4,Delivered,2023-05-17,Cash on deliv,,2900
ORD7150,王伟,王伟@hotmail.com,United Kingdom,USD,#SKU234,<b>Wireless Mouse</b>,three,£12.5,,2023-05-12,free,Shipped,2023-05-22,Credit Curd,<div>Hurry</div>,2901
ORD13173,Marie Curie,mariecurie@outlook.com,USA,£,SKU_999,Smartphone,three,€30,,2023-05-12,5.00,Cancelled,2023-05-22,Credit Curd,<div>Hurry</div>,2902
ORD14330,Marie Curie,mariecurie@gmail.con,UK,$,SKU-123,Smartphone,0,25,,2026-12-01,$5,Delivered,2026-12-03,PayPal,Excellent 👍,2903
ORD6724,Anna Müller,annamüller@outlook.com,DE,£,#SKU234,Laptop&nbsp;Bag,three,$10.00,,2023-05-12,-3,In-transit,2023-05-17,Cash on deliv,<div>Hurry</div>,2904
ORD3603,王伟,王伟@hotmail.com,Deutschland,£,sku-678,Gaming Chair,2 pcs,£12.5,,2023-05-12,5.00,Cancelled,2023-05-22,Cash on deliv,<div>Hurry</div>,2905
ORD17947,😊 Alex,😊alex@outlook.com,DE,£,345,Laptop&nbsp;Bag,2,£12.5,,2023-05-12,$5,Cancelled,2023-05-11,Credit Curd,<div>Hurry</div>,2906
ORD4283,Carlos Diaz,carlosdiaz@hotmail.com,United States,£,SKU-123,Gaming Chair,0,$10.00,,2023-05-12,free,Shipped,2023-05-17,Credit Curd,<div>Hurry</div>,2907
ORD2779,Marie Curie,mariecurie@yahoo.com,USA,USD,#SKU234,Gaming Chair,3,€30,,2026-12-01,free,Delivered,2026-12-11,paypal,Excellent 👍,2908
ORD2459,Anna Müller,annamüller@outlook.com,DE,£,SKU_999,USB-C Cable,-1,£12.5,,2026-12-01,-3,Delivered,2026-12-03,paypal,Excellent 👍,2909
,Jane Smith,janesmith@hotmail.com,United Kingdom,$,SKU-123,Laptop&nbsp;Bag,3,twenty,,2026-12-01,free,In-transit,2026-12-06,Credit Curd,Delayed! 😡,2910
ORD9748,😊 Alex,😊alex@yahoo.com,UK,£,SKU-123,Gaming Chair,0,£12.5,,2026-12-01,7,In-transit,2026-12-03,Cash on deliv,,2911
ORD7291,Anna Müller,annamüller@gmail.con,United Kingdom,£,#SKU234,Smartphone,2,$10.00,,2026-12-01,$5,Cancelled,2026-12-06,credit card,Excellent 👍,2912
ORD9060,王伟,王伟@gmail.con,USA,€,sku-678,Smartphone,0,$10.00,,2023-05-12,$5,In-transit,2023-05-11,PayPal,Excellent 👍,2913
,Jane Smith,janesmith@outlook.com,USA,£,345,<b>Wireless Mouse</b>,three,25,,2026-12-01,free,Cancelled,2026-11-30,Cash on deliv,<div>Hurry</div>,2914
ORD16750,Anna Müller,annamüller@hotmail.com,United States,$,#SKU234,Laptop&nbsp;Bag,2,"15,00",,2023-05-12,$5,delivrd,2023-05-14,credit card,Excellent 👍,2915
ORD6526,王伟,王伟@hotmail.com,Deutschland,JPY,SKU-123,<b>Wireless Mouse</b>,three,€30,,2023-05-12,7,Shipped,2023-05-14,paypal,,2916
ORD16258,Jane Smith,janesmith@hotmail.com,United Kingdom,$,SKU-123,USB-C Cable,2,"15,00",,2023-05-12,-3,Cancelled,2023-05-14,Credit Curd,Excellent 👍,2917
ORD18286,😊 Alex,😊alex@outlook.com,United Kingdom,$,SKU_999,Smartphone,2,25,,2023-05-12,€4,Delivered,2023-05-11,paypal,<div>Hurry</div>,2918
ORD2378,John Doe,johndoe@hotmail.com,USA,$,345,USB-C Cable,2,$10.00,,2023-05-12,7,Delivered,2023-05-14,credit card,,2919
ORD3896,Jane Smith,janesmith@yahoo.com,Deutschland,USD,SKU-123,Smartphone,-1,$10.00,,2023-05-12,5.00,In-transit,2023-05-22,Cash on deliv,,2920
ORD18863,John Doe,johndoe@gmail.con,UK,£,sku-678,Smartphone,2 pcs,£12.5,,2026-12-01,free,In-transit,2026-12-11,credit card,,2921
ORD5396,John Doe,johndoe@gmail.con,Germany,£,SKU-123,<b>Wireless Mouse</b>,2,25,,2023-05-12,-3,Delivered,2023-05-14,paypal,<div>Hurry</div>,2922
ORD12316,John Doe,johndoe@hotmail.com,United States,£,SKU-123,Gaming Chair,0,40,,2026-12-01,7,delivrd,2026-12-03,Credit Curd,,2923
ORD14046,Jane Smith,janesmith@gmail.con,United States,£,#SKU234,Gaming Chair,2 pcs,"15,00",,2023-05-12,€4,Shipped,2023-05-17,paypal,,2924
,Carlos Diaz,carlosdiaz@gmail.con,Deutschland,USD,#SKU234,<b>Wireless Mouse</b>,-1,25,,2023-05-12,-3,In-transit,2023-05-14,paypal,,2925
ORD13559,王伟,王伟@hotmail.com,Germany,€,#SKU234,Laptop&nbsp;Bag,-1,25,,2023-05-12,€4,Cancelled,2023-05-11,credit card,<div>Hurry</div>,2926
ORD19677,王伟,王伟@outlook.com,DE,$,sku-678,Laptop&nbsp;Bag,3,twenty,,2023-05-12,€4,In-transit,2023-05-17,paypal,Delayed! 😡,2927
ORD17951,Anna Müller,annamüller@hotmail.com,United States,$,SKU-123,USB-C Cable,-1,twenty,,2023-05-12,-3,Cancelled,2023-05-17,Cash on deliv,,2928
ORD11201,Jane Smith,janesmith@gmail.con,United Kingdom,USD,sku-678,Smartphone,2,€30,,2026-12-01,-3,In-transit,2026-11-30,PayPal,Excellent 👍,2929
ORD15992,Marie Curie,mariecurie@outlook.com,UK,$,SKU-123,USB-C Cable,-1,"15,00",,2023-05-12,€4,Delivered,2023-05-22,credit card,<div>Hurry</div>,2930
,Marie Curie,mariecurie@outlook.com,Germany,JPY,345,USB-C Cable,2 pcs,"15,00",,2026-12-01,$5,delivrd,2026-12-06,paypal,<div>Hurry</div>,2931
ORD5367,Anna Müller,annamüller@hotmail.com,Germany,USD,#SKU234,USB-C Cable,-1,twenty,,2023-05-12,-3,Delivered,2023-05-14,Cash on deliv,,2932
ORD7194,John Doe,johndoe@hotmail.com,United Kingdom,€,SKU_999,Smartphone,0,40,,2026-12-01,-3,Shipped,2026-12-06,Cash on deliv,,2933
